tconst,Id_TMDB,Titre,Titre Original,Date de sortie,Durée,Budget,Recettes,Pays d'origine,Langue Originale,Moyenne des votes,Nombre de votants,Popularité,Résumé,Lien_vidéo,Affiche du Film,Genres,Mots clés,Pays_production,Société_production,Logo,Mots_cles_top5,Société_production_top5,Annee_sortie
tt1174042,70588,The Myth of the American Sleepover,The Myth of the American Sleepover,2011-07-22,96,30000.0,92000000.0,US,en,6.1,116.0,4.6,"Pour Rob, Claudia, Maggie et Scott, c’est le dernier soir de l’été, l’ultime nuit de liberté. Les quatre ados rêvent de frissons, de fêtes et d’amour, et vont tout faire pour les trouver. Entres délires, flirts, serments et espoirs, leurs chemins vont se croiser.",Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/6zIu3afpJjz5Js6S7GkDxpCJCYM.jpg,"Comedy,Drama,Romance","coming of age, summer",United States of America,Roman Spring Pictures,Non renseigné,"coming of age,summer",,2011
tt2195548,113148,Prince of Texas,Prince Avalanche,2013-02-13,94,725000.0,92000000.0,US,en,6.1,324.0,0.5,"Eté 1988. Alvin et Lance travaillent ensemble sur les marquages d'une route endommagée par le feu. Tandis que l'un se languit de sa jeune épouse, l'autre ne pense qu'aux fêtes et aux filles...",Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/kCfs93bW6FdLIZoYN5pYILysyx4.jpg,"Comedy,Drama","texas, camping, tent, highway, truck, rural area, co-workers relationship, truck driver, boom box, 1980s, hammock, road worker, yellow paint, country road",United States of America,"Muskat Filmed Properties, Dogfish Pictures, Rough House Pictures, Dreambridge Films, Lankn Partners, The Bear Media, To Get to the Other Side Productions","https://image.tmdb.org/t/p/w300/nGzVgMmnnaArZG3Dw1Qxmke37vH.png, https://image.tmdb.org/t/p/w300/xfQxrdf3WumiLoaMS2F3xWO6nKF.png","texas,1980s",,2013
tt0363780,22152,Lymelife,Lymelife,2008-09-08,94,1500000.0,92000000.0,US,en,6.1,158.0,1.6,"Long Island, fin des années 70. Deux familles s'effondrent peu à peu sous le poids de situations précaires, accentuées par les dettes et la maladie...",Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/jLo39N9UuiRJlL3cRytkM7BzZK5.jpg,"Comedy,Drama,Romance","adultery, virgin, dreams, alcohol, change, marriage, love, american, divorce, family, innocent",United States of America,"Bartlett Films, Cappa Defina Productions, Cappa Productions, El Dorado Pictures",Non renseigné,"dreams,alcohol,marriage,love,divorce,family",,2008
tt5640450,410199,ARQ,ARQ,2016-09-16,88,2000000.0,92000000.0,US,en,6.1,1239.0,2.4,"Dans un monde apocalyptique, les réserves de pétrole sont asséchées. Enfermé dans une maison et assiégé par l'ennemi, un ingénieur a en sa possession une technologie qui peut mettre fin à la guerre civile en libérant une réserve d'énergie illimitée. Mais cette technologie a créé une anomalie: lui et ses amis sont obligés de revivre le même jour encore et encore.",https://www.youtube.com/watch?v=qgJEQIUywfo,https://image.tmdb.org/t/p/w600_and_h900_bestv2/mU4VeXVK18JtCZsy7i0zczlA9p7.jpg,"Action,Sci-Fi,Thriller","post-apocalyptic future, time travel, deception, time loop, struggle for survival, paranoid, corporate espionage, mysterious events",United States of America,"MXN Entertainment, Lost City, XYZ Films","https://image.tmdb.org/t/p/w300/tnRjZHsggCvK0hZUjDrGSIARsU8.png, https://image.tmdb.org/t/p/w300/rPnEeMwxjI6rYMGqkWqIWwIJXxi.png","post-apocalyptic future,time travel",XYZ Films,2016
tt0878835,40247,La Beauté du geste,Please Give,2010-04-30,90,3000000.0,92000000.0,US,en,6.2,160.0,1.3,"A New York, un couple a des problèmes avec les petites-filles d'une femme âgée qui habite dans l'appartement que le couple vient d'acheter.",Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/p9Es3wNXwg91yTGz5Avsfg2Kp5T.jpg,"Comedy,Drama","infidelity, new york city, suicide, cancer, neighbor, woman director",United States of America,Likely Story,https://image.tmdb.org/t/p/w300/wT6aIkuQTNuq8XFoDGACK8EyR6w.png,"infidelity,new york city,suicide,cancer,neighbor,woman director",Likely Story,2010
tt5519340,400106,Bright,Bright,2017-12-22,117,90000000.0,92000000.0,US,en,6.2,5840.0,3.3,"À L.A. où les tensions entre espèces font rage, un flic humain et son partenaire orque tombent sur un objet puissant et se retrouvent mêlés à une guerre de territoires.",https://www.youtube.com/watch?v=VbrKP4JS6wE,https://image.tmdb.org/t/p/w600_and_h900_bestv2/kDyWnsDP73ZsCggmFlYnSwwlFnY.jpg,"Action,Fantasy,Thriller","police, elves, magic, fairy, los angeles, california",United States of America,"Clubhouse Pictures, Overbrook Entertainment","https://image.tmdb.org/t/p/w300/l6x0SkRVp9ksGgRhboZbkI9w7PM.png, https://image.tmdb.org/t/p/w300/ca5SWI5uvU985f8Kbb4xc8AmVWH.png","police,magic,los angeles,california",Overbrook Entertainment,2017
tt1483324,194722,Open Day,At Middleton,2013-10-09,101,2500000.0,92000000.0,US,en,6.2,193.0,2.4,"Edith et Georges, tous deux divorcés, accompagnent leurs grands ados à la journée portes ouvertes de l'Université de Middleton. Après s'être copieusement insultés, de façon plutôt inopinée, ils vont se trouver des affinités, et qui sait, connaître la plus belle journée de leur vie.  Il n'est jamais trop tard pour être jeune.",Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/r6RVUW7kE2JtDWDGjZlELoeQHLq.jpg,"Comedy,Romance","college, surgeon, romcom, high school student, opposites attract, playing hooky, free spirited, teenage angst, married parents, college campus, college tour, heart surgeon, retailer, uptight",United States of America,"Look at the Moon Productions, CineSon Entertainment, Anchor Bay Films, Film Bridge International, North by Northwest Entertainment",Non renseigné,"college,romcom,high school student",,2013
tt0479162,13856,Special,Special,2006-11-17,81,1000000.0,92000000.0,US,en,6.3,99.0,2.2,"Les Franken est un fan de Comics. Il mène une existence ordinaire jusqu'à ce qu'il soit recruté pour tester un nouveau médicament appelé le "" Special "". Des effets inattendus se produisent, il se retrouve dotés de superpouvoirs et décide alors de se consacrer à sa nouvelle mission : devenir un super héros. Mais tout ne se passe pas comme prévu...",Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/5oGxZ9Itu8buWnB15p6sri3zh9n.jpg,"Comedy,Drama,Sci-Fi","superhero, hallucination",United States of America,Rival Pictures,Non renseigné,superhero,,2006
tt0275773,5842,"Versus, l'ultime guerrier",ヴァーサス,2000-10-23,120,400000.0,63501160.0,JP,ja,6.3,190.0,1.8,"Au Japon, deux prisonniers en fuite, matricule KSC2-303 et un voisin de cellule, courent dans une forêt mystérieuse où ils ont donné rendez-vous à leurs complices. À leur arrivée, une voiture approche. Cinq yakusas en sortent. Les deux fugitifs sont pressés de partir, mais on leur donne l'ordre d'attendre le chef du gang. Les yakusas font descendre une jeune femme qu'ils commencent à frapper. KSC2-303 lui porte secours, s'empare d'un pistolet et abat un gangster. On le croyait mort, mais tel un zombie, il se relève et saute sur l'un de ses acolytes. Abasourdis par ce qu'ils voient, les tueurs criblent de balles le mort-vivant qui finit par s'écrouler. Profitant de la panique, KSC2-303 s'enfuit avec la demoiselle dans la forêt.",Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/wnc5rArdeoUihArmet9rtFPgb2n.jpg,"Action,Drama,Fantasy","japan, samurai, yakuza, forest, escaped convict, zombie, back from the dead, chanbara, abduction",Japan,"KSS, napalm FiLMS, WEVCO Produce Company, Suplex",https://image.tmdb.org/t/p/w300/yOsrKcVSpC9ofAkE6hJjvC8sW9u.png,"japan,forest,zombie",,2000
tt1822311,136466,Sparrows Dance,Sparrows Dance,2013-08-23,81,175000.0,92000000.0,US,en,6.3,21.0,1.0,Non renseigné,Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/nZ3KjvTNDt5jW022oX7GC0NLbSP.jpg,"Comedy,Drama,Romance",Non renseigné,United States of America,OneZero Productions,Non renseigné,,,2013
tt3519272,316854,Les Souvenirs,Les Souvenirs,2014-08-23,95,5300000.0,8562951.0,FR,fr,6.3,110.0,0.8,"Romain a 23 ans. Il aimerait être écrivain mais, pour l'instant, il est veilleur de nuit dans un hôtel. Son père a 62 ans. Il part à la retraite et fait semblant de s'en foutre. Son colocataire a 24 ans. Il ne pense qu'à une chose : séduire une fille, n'importe laquelle et par tous les moyens. Sa grand-mère a 85 ans. Elle se retrouve en maison de retraite et se demande ce qu'elle fait avec tous ces vieux. Un jour son père débarque en catastrophe. Sa grand-mère a disparu. Elle s'est évadée en quelque sorte. Romain part à sa recherche, quelque part dans ses souvenirs…",https://www.youtube.com/watch?v=82uoOdMHTac,https://image.tmdb.org/t/p/w600_and_h900_bestv2/yZgJEAv2wpRnL2nlRAJG8lpXqDo.jpg,"Comedy,Drama",Non renseigné,France,"Exodus Productions, TF1 Droits Audiovisuels, UGC Distribution",https://image.tmdb.org/t/p/w300/rSMDAaHwcKiLbXOCIfw1v74xdRg.png,,TF1 Droits Audiovisuels,2014
tt3332410,305387,L'Apprenti Père Noël et le flocon magique,L'Apprenti Père Noël et le flocon magique,2013-11-20,82,10000000.0,7368924.5,FR,fr,6.4,39.0,0.5,"Cette fois, c’est officiel : Nicolas est le nouveau père Noël. Sacrée responsabilité pour un petit garçon de 7 ans ! Mais à deux jours de sa première tournée, Nicolas doit faire face à une terrible crise : Aux quatre coins du monde, la magie de Noël est en train de disparaître, et c’est lui qui en est la cause ! Car Nicolas a contracté la maladie des enfants qui veulent grandir trop vite : La grande-Personnelose ! Le conseil des anciens pères Noël est contraint de le démettre de ses fonctions de toute urgence. Pour regagner sa place et sauver Noël, Nicolas va devoir retrouver l’innocence, la fraîcheur et l’insouciance de son enfance. Heureusement, « L’esprit de Noël » veille sur le petit garçon et place sur son chemin un calendrier magique ! C’est, pour Nicolas, le début d’un voyage plein de surprises au travers des 24 portes du calendrier.",https://www.youtube.com/watch?v=Mnu9s43EfBM,https://image.tmdb.org/t/p/w600_and_h900_bestv2/gngcYQcvOe5a1ibVJALngi3BWJZ.jpg,"Adventure,Animation,Comedy","holiday, santa claus, christmas story, christmas","Belgium, France",Gaumont-Alphanim,https://image.tmdb.org/t/p/w300/ppDJ0mW5vL7qaFszOpM5kQtKXsP.png,"holiday,santa claus,christmas",,2013
tt2404738,179538,Les Sorcières de Zugarramurdi,Las brujas de Zugarramurdi,2013-09-20,112,8000000.0,38058335.0,ES,es,6.4,668.0,2.3,"En plein jour, un groupe d’hommes braque un magasin d’or de la Puerta del Sol à Madrid. José, père divorcé en plein conflit avec son ex-femme, Tony, son complice, sex-symbol malgré lui, Manuel, chauffeur de taxi embarqué contre son gré dans l’aventure, et Sergio, le fils de José, partent en cavale. Objectif : atteindre la France en échappant à la police… Mais arrivé près de la frontière française, dans le village millénaire de Zugarramurdi, le groupe va faire la rencontre d’une famille de sorcières, bien décidées à user de leurs pouvoirs maléfiques pour se venger des hommes…",https://www.youtube.com/watch?v=SkehLHx9lvo,https://image.tmdb.org/t/p/w600_and_h900_bestv2/5sxWgdt7tsL0iw2KetmEocAS0o0.jpg,"Action,Adventure,Comedy",Non renseigné,"Spain, France","Canal+ España, Enrique Cerezo, La Ferme! Productions, TeleMadrid, ARTE France Cinéma, TVE","https://image.tmdb.org/t/p/w300/ldfniRgxCYegCbGEROEBKbmg4A5.png, https://image.tmdb.org/t/p/w300/huC7HqorvUThGIrENrbcHmQVUA0.png, https://image.tmdb.org/t/p/w300/pkrdO9ykplO4Zc8edikoSX5APUN.png",,"ARTE France Cinéma,TVE",2013
tt6838702,458534,Tout le monde debout,Tout le monde debout,2018-03-14,107,7000000.0,7368924.5,FR,fr,6.5,772.0,2.3,"Jocelyn, homme d'affaire en pleine réussite, égoïste et misogyne, lassé d'être lui-même, se retrouve malgré lui à séduire une jeune et jolie femme en se faisant passer pour un handicapé. Jusqu'au jour où elle lui présente sa sœur elle-même handicapée…",https://www.youtube.com/watch?v=DxeztKTWhGk,https://image.tmdb.org/t/p/w600_and_h900_bestv2/h065db1br7f9VW0x0LkOVfdtZqG.jpg,"Comedy,Romance",handicapped,"Belgium, France","Gaumont, Pour Toi Public Productions, TF1 Films Production, Nexus Factory, uMedia, La Boétie Films","https://image.tmdb.org/t/p/w300/nda3dTUYdDrJ6rZqBpYvY865aDv.png, https://image.tmdb.org/t/p/w300/9tW5wZEGotn1Ei5pErA88m47XiD.png, https://image.tmdb.org/t/p/w300/yWTuzkQnp4NCS7fDVd5vzgLjoux.png, https://image.tmdb.org/t/p/w300/tceh2aAORA5JxIZSLQ1GkzTBZDL.png",,"Gaumont,TF1 Films Production,Nexus Factory,uMedia",2018
tt25971180,1000572,Les Choses simples,Les Choses simples,2023-02-22,95,5950000.0,8562951.0,FR,fr,6.5,131.0,2.1,"Vincent est un célèbre entrepreneur à qui tout réussit. Un jour, une panne de voiture sur une route de montagne interrompt provisoirement sa course effrénée. Pierre, qui vit à l’écart du monde moderne au milieu d’une nature sublime, lui vient en aide et lui offre l’hospitalité. La rencontre entre ces deux hommes que tout oppose va bouleverser leurs certitudes respectives. Et ils vont se surprendre à rire. Au fond, vivent-ils vraiment chacun les vies qu’ils ont envie de vivre ?",https://www.youtube.com/watch?v=4WgwOABWMGo,https://image.tmdb.org/t/p/w600_and_h900_bestv2/70GmOX3yhKETP4KzXmeH3OQOQ0h.jpg,Comedy,"meaning of life, life changing, drastic change of life, life",France,"Cine Nomine, Same Player, Auvergne-Rhône-Alpes Cinéma, France 3 Cinéma, SND, Canal+, Ciné+, France Télévisions, PROCIREP","https://image.tmdb.org/t/p/w300/3oX9AAEqsmRbu5ekAQRomf8MBEt.png, https://image.tmdb.org/t/p/w300/1mZDiaR5yCEe4ayKC8UGx81LtuX.png, https://image.tmdb.org/t/p/w300/sudlIoNIIrKmVWaYD2ZVo9HGogW.png, https://image.tmdb.org/t/p/w300/q5I5RDwMEiqoNmfaJgd2LraEOJY.png, https://image.tmdb.org/t/p/w300/vFmmYSgFp8eE6C34JVCXy9bJFmc.png, https://image.tmdb.org/t/p/w300/9aotxauvc9685tq9pTcRJszuT06.png, https://image.tmdb.org/t/p/w300/zQ4fGaEnNkWfSzyygXRcUZwPmDG.png, https://image.tmdb.org/t/p/w300/qpFsGoa96SytbWkhtkkpllu5Cch.png, https://image.tmdb.org/t/p/w300/TNGvZ8zOklntjPP3EcsHtrR8Rc.png",,"Auvergne-Rhône-Alpes Cinéma,France 3 Cinéma,SND,Canal+,Ciné+,France Télévisions,PROCIREP",2023
tt2093990,247182,El Niño,El Niño,2014-08-29,136,7013004.0,38058335.0,ES,es,6.5,255.0,4.0,"Gibraltar et son détroit : le lieu parfait mais dangereux qui sépare l'Europe de l'Afrique où s'exercent les tentatives de trafics de drogues et où sévissent les patrouilles de douane. C'est ici que deux adolescents intrépides, surnommés « El Niño » et « El Compi », veulent entrer dans le monde des narcotrafiquants de Gibraltar et diriger leur propre affaire après avoir été habitué au jeu de la contrebande sur leur scooter des mers. Mais leur activité illégale est mise à mal par deux policiers de la douane obsédés par leur travail, Jésus et Eva, qui cherchent depuis des années à démanteler le réseau des trafiquants en coinçant « L'Anglais », l'homme qui tire les ficelles à Gibraltar...",Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/cOSAcaVdqQoyX7VDigjAy94mMaO.jpg,"Action,Adventure,Crime","spain, smuggling (contraband), police, drug trafficking, gibraltar, cocaine, morocco, hashish, narcotics cop, police helicopter","France, Morocco, Spain","Ikiru Films, Vaca Films, La Ferme! Productions, Maestranza Films, Dune Films, Eurimages, Canal+ España, StudioCanal, Fox International Productions Spain, Telecinco Cinema","https://image.tmdb.org/t/p/w300/3fNapBvM3EHlyL9TxdP5qEOUNeN.png, https://image.tmdb.org/t/p/w300/gB3XmmLmm3W4vpXyziCHHLtYpWN.png, https://image.tmdb.org/t/p/w300/aF7qajGJGtMpdrtvssM9g90YanX.png, https://image.tmdb.org/t/p/w300/ldfniRgxCYegCbGEROEBKbmg4A5.png, https://image.tmdb.org/t/p/w300/5LEHONGkZBIoWvp1ygHOF8iyi1M.png, https://image.tmdb.org/t/p/w300/bkgwJWvqqLuzsXV2Qv3Mg3wfcNZ.png","spain,police,cocaine","Eurimages,StudioCanal",2014
tt2106651,324670,Spectral,Spectral,2016-12-09,108,70000000.0,38058335.0,US,en,6.5,1870.0,7.3,"Quand une force surnaturelle dévaste une ville européenne déjà ravagée par la guerre, un ingénieur fait équipe avec les opérations spéciales pour lui barrer le chemin.",https://www.youtube.com/watch?v=QOzsQsVakBo,https://image.tmdb.org/t/p/w600_and_h900_bestv2/jib9nSNKraIIIQ0iwi5SQWr7V5i.jpg,"Action,Adventure,Sci-Fi","supernatural, military","Hungary, United States of America","Mid Atlantic Films, Legendary Pictures",https://image.tmdb.org/t/p/w300/5UQsZrfbfG2dYJbx8DxfoTr2Bvu.png,military,Legendary Pictures,2016
tt4348012,429733,Mayhem : Légitime Vengeance,Mayhem,2017-11-10,86,2500000.0,92000000.0,US,en,6.5,755.0,7.9,"Fraîchement remercié par ses employeurs, un col blanc prépare son départ en ruminant sa rancœur. Au même moment, un mystérieux virus éclate, transformant chacun des membres de la firme en infecté assoiffé de sang...",https://www.youtube.com/watch?v=4Sg4fuM1s-g,https://image.tmdb.org/t/p/w600_and_h900_bestv2/dyZKPNQtR8SopfwujcCLreTZdtc.jpg,"Action,Comedy,Horror","quarantine, police, s.w.a.t., scissors, office, cocaine, business consultant, outbreak, murder, zombie, drugs, fired from the job, virus",United States of America,"Circle of Confusion, Royal Viking Entertainment, RLJE Films",https://image.tmdb.org/t/p/w300/simDvqT8y6jhP530ggUMbikvVKc.png,"police,cocaine,murder,zombie,drugs",,2017
tt5566790,391710,Une drôle de fin,A Futile and Stupid Gesture,2018-01-24,101,10000000.0,92000000.0,US,en,6.5,353.0,0.8,"Tout en vivant succès et échecs, Doug Kenney, cofondateur du magazine ""National Lampoon"", a bâti un empire comique et façonné la culture pop des années 1970.",Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/kyHBeRgbbhs7kVrZYblVj9u2Xbd.jpg,"Biography,Comedy",biography,United States of America,"Abominable Pictures, Principato-Young Entertainment",https://image.tmdb.org/t/p/w300/uDdRj9LplO4odapVo2XB39tW0wA.png,biography,,2018
tt5968274,468362,L'ange du Mossad,The Angel,2018-05-15,113,12000000.0,38058335.0,"US, GB",en,6.6,316.0,2.3,"Opérant dans les plus hautes sphères du gouvernement égyptien, Ashraf Marwan prend des risques considérables en espionnant pour Israël. Inspiré d'une histoire vraie.",https://www.youtube.com/watch?v=jkJOhtZDslI,https://image.tmdb.org/t/p/w600_and_h900_bestv2/1bq8fd8MeJgmcMjggnUdmROIIFF.jpg,"Action,Biography,Drama","egypt, israel, politics","United States of America, Bulgaria, United Kingdom, Israel, Morocco","Adama Pictures, Sumatra Films, Shamai, T.T.V Productions",https://image.tmdb.org/t/p/w300/1g9drzZhldCfg3EsBJBUP5ytxhP.png,politics,,2018
tt9016016,576005,Saint Frances,Saint Frances,2020-02-28,100,150000.0,92000000.0,US,en,6.6,92.0,3.1,Non renseigné,Non renseigné,https://image.tmdb.org/t/p/w600_and_h900_bestv2/mkiI2VzPLyvZvlsX8WD84P16Cee.jpg,"Comedy,Drama","nanny, illinois, gay parent, abortion",United States of America,"Visit Films, Easy Open Productions, Runaway Train, Metropolitan Entertainment",https://image.tmdb.org/t/p/w300/29apFW9Vbo98hQIyIZvXKwnpL6i.png,illinois,,2020
tt1784575,81534,La parade,Parada,2011-10-31,110,1500000.0,38058335.0,"GB, RS",sr,6.6,109.0,2.8,"En voulant sauver son pitbull chéri et contenter sa fiancée capricieuse, Lemon, parrain des gangsters de Belgrade, se voit obligé d’assurer la sécurité de la première GayPride de Serbie.  Pour l’aider dans cette mission impossible, il part à la recherche d’anciens mercenaires. Serbes, musulmans, bosniaques, albanais du Kosovo et combattants croates se retrouvent aux côtés des militants homosexuels. Comment cet équipage hétéroclite qui n’aurait jamais dû se rencontrer va-t-il arriver à transcender les frontières et leurs différences ?",https://www.youtube.com/watch?v=gd4VK5uDwBA,https://image.tmdb.org/t/p/w600_and_h900_bestv2/58ZG2VIUY4cSu4V0Rx8tZ0ZWXLN.jpg,"Comedy,Drama,History","skinhead, homophobia, lgbt, gay theme","Croatia, France, Macedonia, Serbia, Slovenia, United Kingdom","Film and Music Entertainment, Delirium, Eurimages, Mainframe Productions, Forum Ljubljana, Sektor Film","https://image.tmdb.org/t/p/w300/h7RoHnW0eUCqAYAImeFjDlClR8n.png, https://image.tmdb.org/t/p/w300/aF7qajGJGtMpdrtvssM9g90YanX.png, https://image.tmdb.org/t/p/w300/xaBLBAnYp6crrrsF7UZLV3LhZb2.png","lgbt,gay theme",Eurimages,2011
tt15170560,960570,Reprise en main,Reprise en main,2022-10-19,106,2300000.0,8562951.0,FR,fr,6.6,38.0,3.3,"Comme son père avant lui, Cédric travaille dans une entreprise de mécanique de précision en Haute-Savoie. L'usine doit être de nouveau cédée à un fonds d’investissement. Epuisés d’avoir à dépendre de spéculateurs cyniques, Cédric et ses amis d'enfance tentent l'impossible : racheter l’usine en se faisant passer pour des financiers !",https://vimeo.com/1032970284,https://image.tmdb.org/t/p/w600_and_h900_bestv2/77jCwaADS141DVKmlmGILumHXeY.jpg,"Comedy,Drama","factory, finance, investment fund",France,"Elzévir Films, VLR Productions",Non renseigné,,,2022
