tconst,Id_TMDB,Titre,Titre Original,Date de sortie,Durée,Budget,Recettes,Pays d'origine,Langue Originale,Moyenne des votes,Nombre de votants,Popularité,Résumé,Lien_vidéo,Affiche du Film,Genres,Mots clés,Pays_production,Société_production,Logo,Mots_cles_top5,Société_production_top5,Annee_sortie
tt1291584,59440,Warrior,Warrior,2011-09-09,140,25000000.0,23300000.0,US,en,7.8,4837.0,5.1,"Ancien Marine brisé, Tommy Conlon rentre au pays et demande à son père de le préparer pour un tournoi d’arts martiaux mixtes qui lui permettrait de gagner une fortune. Personne ne sait ce qu’il espère faire de cet argent. Le propre frère de Tommy, Brendan, décide lui aussi de s’engager dans la compétition pour essayer de sauver sa famille. Entre les deux frères, les années n’ont pas adouci les rancœurs. Immanquablement, les routes de Tommy et de Brendan vont bientôt se croiser. Au‐delà de l’affrontement qui s’annonce, pour chacun, quelle que soit la cause qu’ils défendent, il n’est pas seulement question de remporter un prix, mais de mener le combat d’une vie…",https://www.youtube.com/watch?v=w95DgM4rtEg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/iM8n4nZJPR2abpnyZ36FUgHiRjr.jpg,"Action,Drama,Sport","bank, training, beating, mixed martial arts (mma), teacher, muscleman, combat, alcoholic, gym, exercise, pittsburgh, pennsylvania, intense, complicated, familiar",United States of America,"Lionsgate, Mimran Schur Pictures, Solaris Film, Filmtribe",https://image.tmdb.org/t/p/w300/cisLn1YAUuptXVBa0xjq7ST9cH0.png,"teacher,alcoholic,pennsylvania,intense,familiar",Lionsgate,2011
tt0848228,24428,Avengers,The Avengers,2012-04-25,145,220000000.0,1518815515.0,US,en,7.9,34077.0,42.1,"Lorsque la sécurité et l’équilibre de la planète sont menacés par un ennemi d’un genre nouveau, Nick Fury, le directeur du SHIELD, l’agence internationale du maintien de la paix, réunit une équipe pour empêcher le monde de basculer dans le chaos. Partout sur Terre, le recrutement des nouveaux héros dont le monde a besoin commence…",https://www.youtube.com/watch?v=b-kTeJhHOhc,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ylsAO88v2tF0iXRFojPa0UaAJf1.jpg,"Action,Sci-Fi","new york city, superhero, shield, based on comic, alien invasion, superhero team, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)",United States of America,Marvel Studios,https://image.tmdb.org/t/p/w300/hUzeosd33nzE5MCNsZxCGEKTXaQ.png,"new york city,superhero,based on comic,alien invasion,superhero team,aftercreditsstinger,duringcreditsstinger,marvel cinematic universe (mcu)",Marvel Studios,2012
tt7888964,615457,Nobody,Nobody,2021-03-18,92,16000000.0,57512470.0,US,en,7.9,7889.0,19.6,"Hutch Mansell, un père et un mari frustré, totalement déconsidéré par sa famille, se contente d’encaisser les coups, sans jamais les rendre. Il n’est rien. Une nuit, alors que deux cambrioleurs pénètrent chez lui, il fait le choix de ne pas intervenir, plutôt que de risquer une escalade sanglante. Une décision qui le discrédite définitivement aux yeux de son fils Blake, et qui semble l’éloigner encore plus de sa femme Becca. Cet incident réveille chez cet homme blessé des instincts larvés qui vont le propulser sur une voie violente, révélant des zones d’ombres et des compétences létales insoupçonnées. Dans une avalanche de coups de poings, de fusillades et de crissements de pneus, il va tout faire pour tirer sa famille des griffes d’un redoutable ennemi et s’assurer que, plus jamais, personne ne le prenne pour un moins que rien.",https://www.youtube.com/watch?v=DC5uitPtaC0,https://image.tmdb.org/t/p/w600_and_h900_bestv2/jKRzh9y5YjYNISbeh55FQwetsSu.jpg,"Action,Crime,Drama","assassin, double life, fight, midlife crisis, bratva (russian mafia), secret organization, thief, home invasion, family, brawl, duringcreditsstinger",United States of America,"87North Productions, OPE Partners, Eighty Two Films","https://image.tmdb.org/t/p/w300/zvJFu1C6gB80A98n6IGXBvMtgVl.png, https://image.tmdb.org/t/p/w300/jefZmEJlxUAkuuwkH9CHQchgmJX.png","assassin,fight,midlife crisis,family,duringcreditsstinger",,2021
tt1950186,359724,Le Mans 66,Ford v Ferrari,2019-11-13,153,97600000.0,225508210.0,US,en,8.0,8599.0,7.6,"Relate l’histoire vraie qui a conduit l’ingénieur automobile visionnaire américain Caroll Shelby à faire équipe avec le pilote de course britannique surdoué Ken Miles. Bravant l’ordre établi, défiant les lois de la physique et luttant contre leurs propres démons, les deux hommes n’avaient qu’un seul but : construire pour le compte de Ford Motor Company un bolide révolutionnaire capable de renverser la suprématie de l’écurie d’Enzo Ferrari sur le mythique circuit des 24 heures du Mans en 1966…",https://www.youtube.com/watch?v=HxImOVXFqYo,https://image.tmdb.org/t/p/w600_and_h900_bestv2/2KQI0x6AEdbiN6z4LWjKZHukMzZ.jpg,"Action,Biography,Drama","based on novel or book, car race, sports, car mechanic, biography, based on true story, le mans, racing, race car driver, aggressive, 1960s, motorsport, exhilarated, powerful",United States of America,"20th Century Fox, TSG Entertainment, Chernin Entertainment, Turnpike Films","https://image.tmdb.org/t/p/w300/qZCc1lty5FzX30aOCVRBLzaVmcp.png, https://image.tmdb.org/t/p/w300/qx9K6bFWJupwde0xQDwOvXkOaL8.png, https://image.tmdb.org/t/p/w300/8BFxn9NUWSgp0ndih569Gm62xiC.png","based on novel or book,car race,sports,biography,based on true story,aggressive,1960s,exhilarated,powerful","20th Century Fox,TSG Entertainment,Chernin Entertainment",2019
tt1745960,361743,Top Gun : Maverick,Top Gun: Maverick,2022-05-21,130,170000000.0,1488732821.0,US,en,8.2,10350.0,18.3,"Après avoir été l’un des meilleurs pilotes de chasse de l'Aéronavale américaine pendant plus de trente ans, Pete “Maverick"" Mitchell continue à repousser ses limites en tant que pilote d'essai. Il refuse de monter en grade, car cela l’obligerait à renoncer à voler. Il est chargé de former un détachement de jeunes diplômés de l’école Top Gun pour une mission spéciale qu’aucun pilote n'aurait jamais imaginée. Lors de cette mission, Maverick rencontre le lieutenant Bradley “Rooster” Bradshaw, le fils de son défunt ami, le navigateur Nick “Goose” Bradshaw. Face à un avenir incertain, hanté par ses fantômes, Maverick va devoir affronter ses pires cauchemars au cours d’une mission qui exigera les plus grands sacrifices.",https://www.youtube.com/watch?v=V4gQdk1nAn0,https://image.tmdb.org/t/p/w600_and_h900_bestv2/uuwi4wwG6HAHVqaEvJDx6gI773N.jpg,"Action,Drama","fighter pilot, u.s. navy, sequel, nuclear weapons, military, aircraft carrier, naval aviation, war, admiring, audacious, earnest",United States of America,"Skydance Media, Don Simpson/Jerry Bruckheimer Films, Paramount Pictures","https://image.tmdb.org/t/p/w300/gXfFl9pRPaoaq14jybEn1pHeldr.png, https://image.tmdb.org/t/p/w300/Aszf09kIVXR6cwG9lwjZIawbYVS.png, https://image.tmdb.org/t/p/w300/lH1dIv66K2BLgyDa3I3Pj6Q2Lre.png","sequel,military,war,admiring,audacious,earnest","Skydance Media,Paramount Pictures",2022
tt1340138,87101,Terminator Genisys,Terminator Genisys,2015-06-23,126,155000000.0,440603537.0,US,en,5.9,8734.0,8.4,"Le leader de la résistance, John Connor, envoie le sergent Kyle Reese dans le passé, afin de protéger sa mère, Sarah Connor, et de préserver l’avenir de l’humanité. Des événements inattendus provoquent une fracture temporelle. Sarah et Kyle se retrouvent dans une nouvelle version du passé. Ils y découvrent un allié inattendu : le Guardian. Ensemble, ils doivent faire face à un nouvel ennemi cybernétique. La menace a changé de visage.",https://www.youtube.com/watch?v=TYytGTAjSlI,https://image.tmdb.org/t/p/w600_and_h900_bestv2/wt2CmiaMFQ4o8FfzERzecJN286U.jpg,"Action,Adventure,Sci-Fi","future, artificial intelligence (a.i.), saving the world, cyborg, killer robot, dystopia, time travel, sequel, robot, duringcreditsstinger, aggressive, intense, amused",United States of America,"Paramount Pictures, Skydance Media","https://image.tmdb.org/t/p/w300/lH1dIv66K2BLgyDa3I3Pj6Q2Lre.png, https://image.tmdb.org/t/p/w300/gXfFl9pRPaoaq14jybEn1pHeldr.png","future,artificial intelligence (a.i.),saving the world,cyborg,dystopia,time travel,sequel,robot,duringcreditsstinger,aggressive,intense,amused","Paramount Pictures,Skydance Media",2015
tt1351685,81005,Jack le chasseur de géants,Jack the Giant Slayer,2013-02-27,110,195000000.0,197700000.0,US,en,5.9,5070.0,6.3,"Un jeune ouvrier agricole du nom de Jack ouvre involontairement un passage entre notre monde et celui d’une terrifiante race de géants. Débarquant sur la Terre pour la première fois depuis des siècles et des siècles, les géants n’ont qu’un objectif : reprendre le territoire qu’ils ont jadis perdu. Jack doit tout mettre en œuvre pour les arrêter. Il va devenir malgré lui un guerrier valeureux. Le salut de l’humanité repose sur ses épaules…",https://www.youtube.com/watch?v=1fr_B9RFOC8,https://image.tmdb.org/t/p/w600_and_h900_bestv2/yHTPIpDydusmahilkR6MV4YxzgR.jpg,"Action,Adventure,Fantasy","nostalgic, based on fairy tale, giant",United States of America,"New Line Cinema, Legendary Pictures, Original Film, Big Kid Pictures, Bad Hat Harry Productions, Warner Bros. Pictures","https://image.tmdb.org/t/p/w300/2ycs64eqV5rqKYHyQK0GVoKGvfX.png, https://image.tmdb.org/t/p/w300/5UQsZrfbfG2dYJbx8DxfoTr2Bvu.png, https://image.tmdb.org/t/p/w300/5xUJfzPZ8jWJUDzYtIeuPO4qPIa.png, https://image.tmdb.org/t/p/w300/xWE982LvaAmBQffyRGkaGg7qNK5.png, https://image.tmdb.org/t/p/w300/ingPVoHnINIrFR7WHmYux1f5pES.png",nostalgic,"New Line Cinema,Legendary Pictures,Original Film,Warner Bros. Pictures",2013
tt2975590,209112,Batman v Superman : L'Aube de la Justice,Batman v Superman: Dawn of Justice,2016-03-23,153,250000000.0,874362803.0,US,en,6.0,18602.0,10.0,"Craignant que Superman n’abuse de sa toute‐puissance, le Chevalier noir décide de l’affronter : le monde a‐t‐il davantage besoin d’un super‐héros aux pouvoirs sans limite ou d’un justicier à la force redoutable mais d’origine humaine ? Pendant ce temps‐là, une terrible menace se profile à l’horizon…",https://www.youtube.com/watch?v=NAk1BGZQnk0,https://image.tmdb.org/t/p/w600_and_h900_bestv2/krEWtXK2K7dg5RyMlx9f5WnI1xd.jpg,"Action,Adventure,Sci-Fi","superhero, based on comic, revenge, vigilante, super power, dc extended universe (dceu)",United States of America,"Warner Bros. Pictures, RatPac Entertainment, Atlas Entertainment, DC Entertainment, Cruel & Unusual Films","https://image.tmdb.org/t/p/w300/ingPVoHnINIrFR7WHmYux1f5pES.png, https://image.tmdb.org/t/p/w300/wzKxIeQKlMP0y5CaAw25MD6EQmf.png, https://image.tmdb.org/t/p/w300/aRmHe6GWxYMRCQljF75rn2B9Gv8.png, https://image.tmdb.org/t/p/w300/2Tc1P3Ac8M479naPp1kYT3izLS5.png, https://image.tmdb.org/t/p/w300/mAIGhOYhN4N2N0F7p4dbKhgXf3l.png","superhero,based on comic,revenge,vigilante,super power","Warner Bros. Pictures,RatPac Entertainment,Atlas Entertainment,DC Entertainment",2016
tt3062096,207932,Inferno,Inferno,2016-10-13,121,75000000.0,220021259.0,US,en,6.1,6474.0,4.9,"Robert Langdon se réveille dans un hôpital italien, frappé d’amnésie, et va devoir collaborer avec le docteur Sienna Brooks pour retrouver la mémoire. Tous deux vont sillonner l’Europe dans une course contre la montre pour déjouer un complot à l’échelle mondiale et empêcher le déchaînement de l’Enfer…",https://www.youtube.com/watch?v=H9KMgFgWEs4,https://image.tmdb.org/t/p/w600_and_h900_bestv2/bCqD2c1nJJY6q65VGBfMItgVvGx.jpg,"Action,Adventure,Crime","amnesia, based on novel or book, italy, europe, sequel, murder, conspiracy, religion, church, virus, symbology",United States of America,"Columbia Pictures, Imagine Entertainment","https://image.tmdb.org/t/p/w300/71BqEFAF4V3qjjMPCpLuyJFB9A.png, https://image.tmdb.org/t/p/w300/bJOFo2ufq7iFC1F4qZm8aLxF5aS.png","amnesia,based on novel or book,italy,europe,sequel,murder,conspiracy","Columbia Pictures,Imagine Entertainment",2016
tt1210819,57201,"Lone Ranger, naissance d'un héros",The Lone Ranger,2013-07-03,149,215000000.0,260500000.0,US,en,6.1,6004.0,3.9,"Tonto, guerrier indien, raconte l’histoire méconnue qui a transformé John Reid, un ancien défenseur de la loi, en un justicier légendaire. Ces deux héros à part vont devoir apprendre à faire équipe pour affronter le pire de la cupidité et de la corruption.",https://www.youtube.com/watch?v=gaR5v-VoS78,https://image.tmdb.org/t/p/w600_and_h900_bestv2/48U2UrLcSKoO7OJc6KHjYSYns25.jpg,"Action,Adventure,Drama","escape, texas, texas ranger, horse, native american, partner, outlaw, lawyer, train, lone ranger, comanche, tonto",United States of America,"Walt Disney Pictures, Jerry Bruckheimer Films, Infinitum Nihil, Blind Wink","https://image.tmdb.org/t/p/w300/wdrCwmRnLFJhEoH8GSfymY85KHT.png, https://image.tmdb.org/t/p/w300/c9dVHPOL3cqCr2593Ahk0nEKTEM.png, https://image.tmdb.org/t/p/w300/Uas6Nps2Y58s9eRyoTHXgfEuZj.png, https://image.tmdb.org/t/p/w300/zpPSqldofcdVAsdJrYQbggxFM1F.png","escape,texas,horse,lawyer,train","Walt Disney Pictures,Jerry Bruckheimer Films",2013
tt2788710,228967,L’Interview qui tue !,The Interview,2014-12-25,112,44000000.0,12342632.0,US,en,6.2,6044.0,4.9,"Dave Skylark anime le talk‐show « Skylark Tonight » au cours duquel il interviewe des célébrités sur des sujets intimes. Alors que Dave et son équipe fêtent leur 1 000e épisode, ils découvrent que le dirigeant nord‐coréen Kim Jong‐un est un fan de leur émission, ce qui incite le producteur du spectacle Aaron Rapoport à lui proposer une interview. Cependant l’agent de la CIA Lacey propose à Dave et Aaron d’assassiner Kim pour faciliter un coup d’État. Ces derniers acceptent à contrecœur. Arrivés en Corée du Nord, ils s’apercevront que tout ne se passera pas aussi bien que prévu.",https://www.youtube.com/watch?v=qUu9Jnr1Rjc,https://image.tmdb.org/t/p/w600_and_h900_bestv2/5QUOzpMapKcRxcx7U7pBdHtIADx.jpg,"Action,Adventure,Comedy","central intelligence agency (cia), socialism, coup d'etat, assassination attempt, evil dictator, north korea, disdainful, disgusted, doubtful, dubious, enthusiastic, euphoric, frustrated",United States of America,"Point Grey Pictures, Columbia Pictures","https://image.tmdb.org/t/p/w300/dbxHaOtibTKvP6dUMRYdwUOULgY.png, https://image.tmdb.org/t/p/w300/71BqEFAF4V3qjjMPCpLuyJFB9A.png","central intelligence agency (cia),enthusiastic,euphoric,frustrated","Point Grey Pictures,Columbia Pictures",2014
tt2101341,102362,Dead Man Down,Dead Man Down,2013-03-08,117,30000000.0,19600000.0,US,en,6.2,1508.0,2.4,"Veuf depuis peu, Victor intègre l'organisation criminelle responsable du meurtre de sa famille et devient le bras droit d'un parrain de la pègre new-yorkaise. Son plan prend une toute autre tournure lorsqu'il rencontre Beatrice, une mystérieuse beauté mutilée qui cherche à se venger de son boss et l’entraîne dans une spirale vengeresse sur fond de chantage et de punition.",https://www.youtube.com/watch?v=CMhVxt-RRGI,https://image.tmdb.org/t/p/w600_and_h900_bestv2/m50lzEE7VyScfawGDQIIMVRCQTC.jpg,"Action,Adventure,Crime","new york city, revenge, mysterious woman, crime lord",United States of America,"WWE Studios, Original Film, Frequency Films, IM Global","https://image.tmdb.org/t/p/w300/dU7bjpBabgAd6R8INdVAyCjQ70w.png, https://image.tmdb.org/t/p/w300/5xUJfzPZ8jWJUDzYtIeuPO4qPIa.png, https://image.tmdb.org/t/p/w300/e5CcgFrdlxMUwlsS72si8q1yHBr.png","new york city,revenge","Original Film,IM Global",2013
tt1964418,158852,À la poursuite de demain,Tomorrowland,2015-05-19,130,190000000.0,209200000.0,US,en,6.3,7200.0,15.5,"Casey, une adolescente brillante et optimiste, douée d’une grande curiosité scientifique et Frank, un homme qui fut autrefois un jeune inventeur de génie avant de perdre ses illusions, s’embarquent pour une périlleuse mission. Leur but : découvrir les secrets d’un lieu mystérieux du nom de Tomorrowland, un endroit situé quelque part dans le temps et l’espace, qui ne semble exister que dans leur mémoire commune… Ce qu’ils y feront changera à jamais la face du monde… et leur propre destin !",https://www.youtube.com/watch?v=TJydU5KNmHM,https://image.tmdb.org/t/p/w600_and_h900_bestv2/yO3NvHzHOJjisLBS6oi9rL0fiLd.jpg,"Action,Adventure,Family","inventor, apocalypse, destiny, dreamer, futuristic car, futuristic city, uplifting, disneyana, superversive",United States of America,"Walt Disney Pictures, A113",https://image.tmdb.org/t/p/w300/wdrCwmRnLFJhEoH8GSfymY85KHT.png,,Walt Disney Pictures,2015
tt13287846,753342,Napoléon,Napoleon,2023-11-22,158,165000000.0,220597098.0,US,en,6.3,2906.0,8.0,"Un regard personnel sur les origines du chef militaire français et son ascension rapide et impitoyable vers le statut d'empereur. L'histoire est vue à travers le prisme de la relation explosive et addictive de Napoléon avec sa femme et son grand amour, Joséphine.",https://www.youtube.com/watch?v=zA_4ky4ejZg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/fXjADp7ObaE3hXKSgBhA2DheZow.jpg,"Action,Adventure,Biography","empire, france, general, biography, napoleon bonaparte, based on true story, napoleonic wars, 18th century, 19th century, violence",United States of America,"Apple Studios, Scott Free Productions","https://image.tmdb.org/t/p/w300/oE7H93u8sy5vvW5EH3fpCp68vvB.png, https://image.tmdb.org/t/p/w300/6Ry6uNBaa0IbbSs1XYIgX5DkA9r.png","france,biography,based on true story,18th century,19th century,violence","Apple Studios,Scott Free Productions",2023
tt1424381,34851,Predators,Predators,2010-07-07,107,40000000.0,127200000.0,US,en,6.3,4419.0,15.3,"Royce, un mercenaire, se retrouve obligé de mener un groupe de combattants d’élite sur une planète étrangère. Ils vont vite comprendre qu’ils ont été rassemblés pour servir de gibier. À une exception près, tous sont des tueurs implacables – des mercenaires, des yakuzas, des condamnés, des membres d’escadrons de la mort ; des « prédateurs » humains qui sont à présent systématiquement traqués et éliminés par une nouvelle génération de Predators extraterrestres. Voici l’affrontement sans pitié de tueurs absolus…",https://www.youtube.com/watch?v=YKktEhiep2w,https://image.tmdb.org/t/p/w600_and_h900_bestv2/qrW8Y3FyxtntpZBi7RmL5NSvf2j.jpg,"Action,Adventure,Sci-Fi","hunter, predator, yakuza, alien life-form, sequel, alien, alien planet, jungle, creature, soldier, warrior",United States of America,"Davis Entertainment, 20th Century Fox, Dune Entertainment, Troublemaker Studios","https://image.tmdb.org/t/p/w300/zC3b70ixHh89qJIikLQPEvLqbPM.png, https://image.tmdb.org/t/p/w300/qZCc1lty5FzX30aOCVRBLzaVmcp.png, https://image.tmdb.org/t/p/w300/5MhGwwNnXXcTKjIXJ9oALnUas4t.png","sequel,alien,creature,soldier,warrior","Davis Entertainment,20th Century Fox,Dune Entertainment",2010
tt2091256,268531,Capitaine Superslip,Captain Underpants: The First Epic Movie,2017-06-01,90,38000000.0,125427681.0,US,en,6.3,1302.0,6.8,"Lorsque l'un de leur professeur s'avère être en réalité un scientifique démoniaque voulant mettre fin à l'humanité tout entière, Georges, Harold et le Capitaine Superslip doivent grouper leurs efforts pour faire face à cette nouvelle menace…",https://www.youtube.com/watch?v=WEUIFtZNO-c,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ixHfHHpqfaj0TMm1VDiHjWMsXmA.jpg,"Action,Adventure,Animation","friendship, based on novel or book, superhero, underwear, villain, comic book, school, principal, based on children's book, grade school, sock puppet, suspenseful, excited, vibrant",United States of America,"DreamWorks Animation, Scholastic Entertainment","https://image.tmdb.org/t/p/w300/3BPX5VGBov8SDqTV7wC1L1xShAS.png, https://image.tmdb.org/t/p/w300/zYY3tNfZuDVfmwv8hvm4ZdLMdIM.png","friendship,based on novel or book,superhero,villain,school,based on children's book,suspenseful,excited,vibrant",DreamWorks Animation,2017
tt1488606,399361,Triple Frontière,Triple Frontier,2019-03-06,125,40000000.0,92000000.0,US,en,6.3,3403.0,3.7,Les loyautés sont mises à l'épreuve quand cinq anciens membres des forces spéciales font main basse sur la fortune d'un puissant baron de la drogue.,https://www.youtube.com/watch?v=LWZCqxHBqHo,https://image.tmdb.org/t/p/w600_and_h900_bestv2/jgIBaYq3zCbuAffXfIr8WaaOIzr.jpg,"Action,Adventure,Thriller","peru, cocaine, amazon rainforest, survival, drug cartel, drug lord, andes mountains, ex special forces, treasure heist",United States of America,Atlas Entertainment,https://image.tmdb.org/t/p/w300/aRmHe6GWxYMRCQljF75rn2B9Gv8.png,"cocaine,survival",Atlas Entertainment,2019
tt4669264,399248,Opération Beyrouth,Beirut,2018-04-11,109,40000000.0,7509436.0,US,en,6.3,580.0,2.7,"Beyrouth, 1972. Diplomate américain, Mason Skiles organise une réception, en présence de sa femme et de Karim, orphelin libanais de 13 ans que le couple espère adopter. Mais le cocktail est perturbé par l'arrivée du meilleur ami de Mason, l'agent de la CIA Cal Riley, porteur de nouvelles inquiétantes concernant Karim. Quelques secondes plus tard, des terroristes font irruption et ouvrent le feu sur les convives. Les conséquences sont terribles.",https://www.youtube.com/watch?v=utwC8f5zAzo,https://image.tmdb.org/t/p/w600_and_h900_bestv2/8sPNiOtBhmdGMYJ1CHsgaSf47rX.jpg,"Action,Adventure,Crime","palestinian-israeli conflict, middle east, hostage, 1970s, terrorism, arab, 1980s",United States of America,"Radar Pictures, Shivhans Pictures, Good Universe, Bleecker Street","https://image.tmdb.org/t/p/w300/bW7Ew27756PFKI3ucLFDIKEkFc0.png, https://image.tmdb.org/t/p/w300/K1SdQd49Kx3QRx0djfHbzeotCz.png, https://image.tmdb.org/t/p/w300/k28sCof6kheeOicLqL6EXX2GHov.png, https://image.tmdb.org/t/p/w300/xtZztkvakekloKHF857Hy8ttAs8.png","hostage,1970s,terrorism,1980s",Good Universe,2018
tt2527338,181812,Star Wars : L'Ascension de Skywalker,Star Wars: The Rise of Skywalker,2019-12-18,141,489900000.0,1074144248.0,US,en,6.3,10457.0,9.9,"Environ un an après la mort de Luke Skywalker, la Résistance tente de survivre face au Premier Ordre, désormais mené par un nouveau Suprême Leader, Kylo Ren. Une rumeur agite cependant toute la galaxie : l'Empereur Palpatine serait de retour. Tandis que Rey s'entraîne sous la houlette de la générale Leia Organa, Kylo Ren cherche à défier Palpatine, qu'il considère comme une menace à son pouvoir.",https://www.youtube.com/watch?v=pHgwf2eMFnA,https://image.tmdb.org/t/p/w600_and_h900_bestv2/1pQc75SdFOKpo2AqoL58z5kF3YI.jpg,"Action,Adventure,Fantasy",space opera,United States of America,"Lucasfilm Ltd., Bad Robot","https://image.tmdb.org/t/p/w300/tlVSws0RvvtPBwViUyOFAO0vcQS.png, https://image.tmdb.org/t/p/w300/p9FoEt5shEKRWRKVIlvFaEmRnun.png",space opera,Bad Robot,2019
tt0401729,49529,John Carter,John Carter,2012-03-07,140,250000000.0,284100000.0,US,en,6.4,5916.0,10.1,"L'ancien capitaine John Carter, las de la guerre, se retrouve mystérieusement transporté sur la planète Mars, où il se retrouve impliqué malgré lui dans un terrible conflit entre les habitants de cette planète, y compris Tars Tarkas et la fascinante princesse Dejah Thoris. Dans un monde au bord du gouffre, Carter redécouvre son humanité en prenant conscience que la survie de Barsoom et de ses habitants est entre ses mains.",https://www.youtube.com/watch?v=ZLnO3QGMC70,https://image.tmdb.org/t/p/w600_and_h900_bestv2/iCwo0I8usMsQpoiGAEinYxTTr6c.jpg,"Action,Adventure,Sci-Fi","princess, medallion, planet mars, based on novel or book, escape, space travel, alien, martian, steampunk, alien race, superhuman strength, martian civilization, sword and planet, 19th century",United States of America,Walt Disney Pictures,https://image.tmdb.org/t/p/w300/wdrCwmRnLFJhEoH8GSfymY85KHT.png,"princess,based on novel or book,escape,space travel,alien,steampunk,19th century",Walt Disney Pictures,2012
tt0831387,124905,Godzilla,Godzilla,2014-05-14,116,160000000.0,524978362.0,US,en,6.4,9504.0,6.0,"Le physicien Joseph Brody a perdu sa femme il y a 15 ans quand un incident nucléaire a irradié la région de Tokyo. La thèse officielle parle de tremblement de terre mais le scientifique est sceptique et mène son enquête avec son fils Ford, soldat dans la Navy. En fait de catastrophe naturelle, il s'agit plutôt des dégâts d'une créature gigantesque créée à la suite d'essais nucléaires dans le Pacifique. D'autres monstres menacent l'archipel d'Hawaï et la côte Ouest des États-Unis. L'armée est mobilisée et menée par l'Amiral William Stenz. Au même moment, la compagne de Ford, infirmière et jeune maman, gère les blessés dans un hôpital de San Francisco…",https://www.youtube.com/watch?v=sNpYD4s7GFo,https://image.tmdb.org/t/p/w600_and_h900_bestv2/zokD6uxR2iWfYM3Y84yGJvnNTK7.jpg,"Action,Adventure,Sci-Fi","japan, monster, san francisco, california, hawaii, giant monster, tsunami, remake, prehistoric creature, golden gate bridge, dinosaur, kaiju, honolulu, hawaii, disaster movie, global threat, animal horror, godzilla",United States of America,Legendary Pictures,https://image.tmdb.org/t/p/w300/5UQsZrfbfG2dYJbx8DxfoTr2Bvu.png,"japan,monster,san francisco,california,remake",Legendary Pictures,2014
tt2788732,294272,Peter et Elliott le Dragon,Pete's Dragon,2016-08-10,102,65000000.0,143695338.0,US,en,6.4,2273.0,3.5,"Depuis de longues années, M. Meacham, un vieux sculpteur sur bois, régale les enfants du coin avec ses histoires sur un féroce dragon qui vivrait au plus profond de la forêt voisine. Pour sa fille Grace, garde forestière de son état, tout ceci n’est que contes à dormir debout… jusqu’au jour où elle fait connaissance avec Peter. Ce mystérieux petit garçon de 10 ans – qui dit n’avoir ni famille ni foyer – assure qu’il vit dans les bois avec un dragon géant baptisé Elliott. Et la description qu’il en fait correspond étonnamment à celui dont parle son père… Avec l’aide de la jeune Natalie – la fille de Jack, le propriétaire de la scierie –, Grace va tout mettre en œuvre pour découvrir qui est vraiment Peter, d’où il vient, et percer le secret de son incroyable histoire…",https://www.youtube.com/watch?v=yW9MTo17N9w,https://image.tmdb.org/t/p/w600_and_h900_bestv2/eEHmkVUDvN5WusDwIvAKSMxzMXI.jpg,"Action,Adventure,Comedy","feral child, remake, dragon, orphan, 1980s, live action and animation, live action remake",United States of America,Whitaker Entertainment,Non renseigné,"remake,dragon,orphan,1980s,live action and animation,live action remake",,2016
tt0848537,116711,Epic : La Bataille du royaume secret,Epic,2013-05-15,102,100000000.0,268426634.0,US,en,6.5,2851.0,6.2,"L’histoire d’une guerre insoupçonnable qui fait rage autour de nous. Lorsqu’une adolescente se retrouve plongée par magie dans cet univers caché, elle doit s’allier à un groupe improbable de personnages singuliers et pleins d’humour afin de sauver leur monde… et le nôtre.",https://www.youtube.com/watch?v=iLveDlFJJwA,https://image.tmdb.org/t/p/w600_and_h900_bestv2/d5AipA9vzy4Z8PvA07M9OZWg04H.jpg,"Action,Adventure,Animation","daughter, villain, father, forest, nature, miniature people",United States of America,"Blue Sky Studios, 20th Century Fox Animation","https://image.tmdb.org/t/p/w300/ppeMh4iZJQUMm1nAjRALeNhWDfU.png, https://image.tmdb.org/t/p/w300/5AzTeZkSCFhiGZ86g2nz8SAHtgy.png","daughter,villain,forest","Blue Sky Studios,20th Century Fox Animation",2013
